车牌号,方向,发车时间,计划发车时间,发车时间依据,到达时间,全程时间,班次类型,班次类型判定依据,到达置信度,到达估算方法,参与车速排名,本车首次观测,最后可靠采集站点,最后可靠预计到达时间,备注,当日车速排名,当日计入排名班次,当日平均全程时间（分钟）
沪A35591D,0,11:49,10:30,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,锦带路迎春路（浦东新区办公中心）,11:47,存在终点ETA，但运行轨迹仍需复核,2,2,89
沪A35591D,1,12:15,12:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,港城路地铁站,13:33,存在终点ETA，但运行轨迹仍需复核,2,2,89
沪A35591D,0,14:00,14:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,丁香路金松路,15:23,存在终点ETA，但运行轨迹仍需复核,2,2,89
沪A35591D,1,16:05,16:05,SHMAAS待发计划,17:41,96,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:10,,,多次终点ETA一致推算，约±3分钟,2,2,89
沪A35591D,0,18:10,18:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:10,,,,2,2,89
沪A35616D,0,05:58,05:58,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,丁香路金松路,07:25,存在终点ETA，但运行轨迹仍需复核,,0,
沪A35616D,1,07:47,07:47,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,港城路地铁站,09:28,存在终点ETA，但运行轨迹仍需复核,,0,
沪A35616D,0,09:45,09:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,丁香路金松路,10:58,存在终点ETA，但运行轨迹仍需复核,,0,
沪A35616D,1,11:25,11:25,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,大同路石家街（市七医院）,12:37,存在终点ETA，但运行轨迹仍需复核,,0,
沪A35616D,0,13:15,13:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,丁香路金松路,14:22,,,0,
沪A35616D,1,15:15,15:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,大同路石家街（市七医院）,16:35,,,0,
沪A35616D,0,16:55,16:55,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:51,,,,,0,
沪A36809D,1,07:15,07:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,港城路地铁站,08:57,存在终点ETA，但运行轨迹仍需复核,4,1,95
沪A36809D,0,09:00,09:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,丁香路金松路,10:18,存在终点ETA，但运行轨迹仍需复核,4,1,95
沪A36809D,1,10:45,10:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:50,五莲路荷泽路,11:10,,4,1,95
沪A36809D,1,15:55,15:55,SHMAAS待发计划,17:30,95,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:50,,,末次终点ETA推算，约±10分钟,4,1,95
沪A36809D,0,17:55,17:55,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:50,,,,4,1,95
沪A36930D,1,08:21,08:21,SHMAAS待发计划,10:11,110,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,07:37,,,末次终点ETA推算，约±10分钟,10,1,110
沪A51173D,1,07:00,07:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,港城路地铁站,08:31,存在终点ETA，但运行轨迹仍需复核,3,1,93
沪A51173D,0,08:45,08:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,锦带路迎春路（浦东新区办公中心）,10:10,存在终点ETA，但运行轨迹仍需复核,3,1,93
沪A51173D,1,10:35,10:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,港城路地铁站,11:52,存在终点ETA，但运行轨迹仍需复核,3,1,93
沪A51173D,0,12:25,12:25,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,丁香路金松路,13:35,存在终点ETA，但运行轨迹仍需复核,3,1,93
沪A51173D,1,14:20,14:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,港城路地铁站,15:36,存在终点ETA，但运行轨迹仍需复核,3,1,93
沪A51173D,0,16:10,16:10,SHMAAS待发计划,17:43,93,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:25,,,多次终点ETA一致推算，约±4分钟,3,1,93
沪A51173D,1,17:55,17:55,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:25,,,,3,1,93
沪A52736D,0,07:20,07:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,丁香路金松路,08:55,,,0,
沪A52736D,1,09:20,09:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,港城路地铁站,10:49,存在终点ETA，但运行轨迹仍需复核,,0,
沪A52736D,0,11:10,11:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,丁香路金松路,12:24,存在终点ETA，但运行轨迹仍需复核,,0,
沪A52736D,1,13:05,13:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,港城路地铁站,14:21,存在终点ETA，但运行轨迹仍需复核,,0,
沪A52736D,0,14:50,14:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,丁香路金松路,16:00,存在终点ETA，但运行轨迹仍需复核,,0,
沪A52736D,1,16:40,16:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:10,,,,,0,
沪A53629D,0,08:06,08:06,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,金杨路金口路,09:15,,1,1,83
沪A53629D,1,15:20,15:20,SHMAAS待发计划,16:43,83,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,07:10,,,末次终点ETA推算，约±15分钟,1,1,83
沪A53629D,1,16:45,15:30,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,大同路石家街（市七医院）,16:35,存在终点ETA，但运行轨迹仍需复核,1,1,83
沪A53629D,0,17:10,17:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:10,,,,1,1,83
沪A55150D,0,06:25,06:25,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,锦带路迎春路（浦东新区办公中心）,08:05,存在终点ETA，但运行轨迹仍需复核,5,1,97
沪A55150D,1,08:09,08:09,SHMAAS待发计划,09:46,97,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:51,,,终点近站ETA推算，约±5分钟,5,1,97
沪A55150D,1,09:48,08:21,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,港城路地铁站,09:46,存在终点ETA，但运行轨迹仍需复核,5,1,97
沪A55150D,0,10:10,10:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,锦带路迎春路（浦东新区办公中心）,11:30,存在终点ETA，但运行轨迹仍需复核,5,1,97
沪A55150D,1,11:50,11:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,港城路地铁站,13:14,存在终点ETA，但运行轨迹仍需复核,5,1,97
沪A55150D,0,13:40,13:40,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,05:51,金杨路金口路,14:42,存在终点ETA，但运行轨迹仍需复核,5,1,97
沪A55150D,1,15:45,15:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,大同路石家街（市七医院）,16:56,,5,1,97
沪A55150D,0,17:40,17:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:51,,,,5,1,97
沪A55207D,1,07:30,07:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,大同路石家街（市七医院）,08:55,存在终点ETA，但运行轨迹仍需复核,9,1,103
沪A55207D,0,09:20,09:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,丁香路金松路,10:35,存在终点ETA，但运行轨迹仍需复核,9,1,103
沪A55207D,1,11:00,11:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,港城路地铁站,12:19,存在终点ETA，但运行轨迹仍需复核,9,1,103
沪A55207D,0,12:50,12:50,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,金杨路金口路,13:51,存在终点ETA，但运行轨迹仍需复核,9,1,103
沪A55207D,1,14:45,14:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,大同路石家街（市七医院）,15:56,存在终点ETA，但运行轨迹仍需复核,9,1,103
沪A55207D,0,16:25,16:25,SHMAAS待发计划,18:08,103,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,07:10,,,多次终点ETA一致推算，约±3分钟,9,1,103
沪A55207D,1,18:10,18:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:10,,,,9,1,103
沪A56123D,0,07:10,07:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,丁香路金松路,08:51,,,0,
沪A56123D,1,09:10,09:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,港城路地铁站,10:35,存在终点ETA，但运行轨迹仍需复核,,0,
沪A56123D,0,15:10,15:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,锦带路迎春路（浦东新区办公中心）,16:35,存在终点ETA，但运行轨迹仍需复核,,0,
沪A56123D,1,17:05,17:05,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:50,巨峰路成园路,17:53,,,0,
沪A56123D,1,21:10,21:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:50,,,,,0,
沪A56630D,0,07:54,07:54,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,丁香路金松路,09:22,,,0,
沪A56630D,1,09:45,09:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,大同路石家街（市七医院）,10:57,存在终点ETA，但运行轨迹仍需复核,,0,
沪A56630D,0,15:40,15:40,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:25,五莲路荷泽路,16:34,,,0,
沪A56630D,1,17:25,17:25,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:25,五莲路荷泽路,17:58,,,0,
沪A56630D,1,21:40,21:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:25,,,,,0,
沪A57022D,0,07:00,07:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:38,金杨路金口路,08:21,,6,1,98
沪A57022D,1,08:57,08:57,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:38,杨高北路夏碧路,10:00,,6,1,98
沪A57022D,0,10:45,10:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:38,金杨路金口路,11:59,存在终点ETA，但运行轨迹仍需复核,6,1,98
沪A57022D,1,12:40,12:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:38,大同路石家街（市七医院）,13:52,存在终点ETA，但运行轨迹仍需复核,6,1,98
沪A57022D,0,14:35,14:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:38,丁香路金松路,15:52,存在终点ETA，但运行轨迹仍需复核,6,1,98
沪A57022D,1,16:25,16:25,SHMAAS待发计划,18:03,98,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:38,,,末次终点ETA推算，约±10分钟,6,1,98
沪A57902D,0,07:42,07:42,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,丁香路金松路,09:10,,7,1,98
沪A57902D,1,15:00,15:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,港城路地铁站,16:20,存在终点ETA，但运行轨迹仍需复核,7,1,98
沪A57902D,0,16:40,16:40,SHMAAS待发计划,18:18,98,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,07:24,,,末次终点ETA推算，约±15分钟,7,1,98
沪A57902D,1,18:35,18:35,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:24,,,,7,1,98
沪A58633D,0,06:10,06:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,锦带路迎春路（浦东新区办公中心）,07:51,存在终点ETA，但运行轨迹仍需复核,8,1,99
沪A58633D,1,08:05,08:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,大同路石家街（市七医院）,09:28,存在终点ETA，但运行轨迹仍需复核,8,1,99
沪A58633D,0,14:20,14:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:51,丁香路金松路,15:41,存在终点ETA，但运行轨迹仍需复核,8,1,99
沪A58633D,1,16:15,16:15,SHMAAS待发计划,17:54,99,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:51,,,终点近站ETA推算，约±5分钟,8,1,99
沪A58633D,0,18:25,18:25,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:51,,,,8,1,99
沪A59117D,0,07:30,07:30,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:10,杨高北路夏碧路,07:51,,,0,
沪A59117D,1,09:30,09:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,港城路地铁站,10:52,存在终点ETA，但运行轨迹仍需复核,,0,
沪A59117D,0,11:35,11:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,锦带路迎春路（浦东新区办公中心）,12:54,存在终点ETA，但运行轨迹仍需复核,,0,
沪A59117D,1,13:30,13:30,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:10,杨高北路夏碧路,14:26,存在终点ETA，但运行轨迹仍需复核,,0,
沪A59117D,0,15:25,15:25,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:10,丁香路金松路,16:37,存在终点ETA，但运行轨迹仍需复核,,0,
沪A59117D,1,17:15,17:15,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:10,,,,,0,
沪A66391D,1,06:40,06:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,大同路石家街（市七医院）,07:55,,,0,
沪A66391D,0,08:18,08:18,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:25,金杨路金口路,09:30,,,0,
沪A66391D,1,10:10,10:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,大同路石家街（市七医院）,11:15,存在终点ETA，但运行轨迹仍需复核,,0,
沪A66391D,0,12:00,12:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:25,金杨路金口路,12:57,存在终点ETA，但运行轨迹仍需复核,,0,
沪A66391D,1,13:55,13:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,大同路石家街（市七医院）,15:04,,,0,
沪A66391D,0,15:55,15:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,丁香路金松路,17:16,存在终点ETA，但运行轨迹仍需复核,,0,
沪A66391D,1,17:40,17:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:25,,,,,0,
