车牌号,方向,发车时间,计划发车时间,发车时间依据,到达时间,全程时间,班次类型,班次类型判定依据,到达置信度,到达估算方法,参与车速排名,本车首次观测,最后可靠采集站点,最后可靠预计到达时间,备注,当日车速排名,当日计入排名班次,当日平均全程时间（分钟）
沪A62217D,1,11:15,11:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,莱阳路东陆路,12:53,,7,1,137
沪A62217D,0,13:45,13:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,关岳路康达路,15:36,存在终点ETA，但运行轨迹仍需复核,7,1,137
沪A62217D,1,18:25,18:25,SHMAAS待发计划,20:42,137,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,06:39,,,末次终点ETA推算，约±10分钟,7,1,137
沪A62880D,1,06:30,06:30,SHMAAS待发计划,09:11,161,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:38,,,终点近站ETA推算，约±2分钟,9,3,142
沪A62880D,1,09:13,06:31,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东高路张杨北路,09:11,存在终点ETA，但运行轨迹仍需复核,9,3,142
沪A62880D,0,09:10,09:10,SHMAAS待发计划,11:30,140,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,05:38,,,多次终点ETA一致推算，约±3分钟,9,3,142
沪A62880D,0,11:32,09:14,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,康弘路康丽路,11:24,存在终点ETA，但运行轨迹仍需复核,9,3,142
沪A62880D,1,11:50,11:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,莱阳路东陆路,13:41,存在终点ETA，但运行轨迹仍需复核,9,3,142
沪A62880D,0,14:35,14:35,SHMAAS待发计划,16:40,125,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:38,,,终点近站ETA推算，约±5分钟,9,3,142
沪A62981D,0,07:42,07:42,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:39,康沈路梓康路,09:44,,10,1,143
沪A62981D,1,10:45,10:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,东高路张杨北路,12:53,存在终点ETA，但运行轨迹仍需复核,10,1,143
沪A62981D,0,13:20,13:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,康弘路康丽路,15:20,存在终点ETA，但运行轨迹仍需复核,10,1,143
沪A62981D,1,18:00,18:00,SHMAAS待发计划,20:23,143,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:39,,,终点近站ETA推算，约±2分钟,10,1,143
沪A65668D,1,06:54,06:54,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,东葛路东靖路,09:43,存在终点ETA，但运行轨迹仍需复核,4,1,127
沪A65668D,0,09:55,09:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:25,康恩路康浦路,12:00,存在终点ETA，但运行轨迹仍需复核,4,1,127
沪A65668D,1,12:15,12:15,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:25,柳埠路长岛路,13:53,存在终点ETA，但运行轨迹仍需复核,4,1,127
沪A65668D,0,15:00,15:00,SHMAAS待发计划,17:07,127,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,06:25,,,多次终点ETA一致推算，约±3分钟,4,1,127
沪A67057D,0,07:18,07:18,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,康弘路康丽路,09:46,,,0,
沪A67057D,1,10:15,10:15,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,东葛路东靖路,12:20,存在终点ETA，但运行轨迹仍需复核,,0,
沪A67057D,0,12:55,12:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,康弘路康丽路,15:01,存在终点ETA，但运行轨迹仍需复核,,0,
沪A67057D,1,17:40,17:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,06:50,,,,,0,
沪A67672D,1,08:35,08:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,东高路张杨北路,10:57,存在终点ETA，但运行轨迹仍需复核,,0,
沪A67672D,0,11:40,11:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,关岳路康达路,13:35,存在终点ETA，但运行轨迹仍需复核,,0,
沪A67672D,1,16:45,16:45,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:50,民生路锦绣路,17:58,,,0,
沪A67712D,0,07:30,07:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,康恩路康浦路,09:57,存在终点ETA，但运行轨迹仍需复核,5,1,128
沪A67712D,1,10:30,10:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,东高路张杨北路,12:37,存在终点ETA，但运行轨迹仍需复核,5,1,128
沪A67712D,0,17:20,17:20,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,长岛路张杨北路,17:55,,5,1,128
沪A67712D,1,20:30,20:30,SHMAAS待发计划,22:38,128,全程车,未发现可靠中途折返证据,A,多次终点ETA一致,是,07:10,,,多次终点ETA一致推算，约±3分钟,5,1,128
沪A68261D,1,07:12,07:12,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,康沈路秀沿路,07:53,,6,1,131
沪A68261D,1,12:40,12:40,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,东葛路东靖路,14:41,存在终点ETA，但运行轨迹仍需复核,6,1,131
沪A68261D,0,15:25,15:25,SHMAAS待发计划,17:36,131,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,07:10,,,终点近站ETA推算，约±5分钟,6,1,131
沪A68261D,1,18:10,18:10,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,07:10,,,,6,1,131
沪A68375D,0,07:54,07:54,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,康恩路康浦路,10:15,存在终点ETA，但运行轨迹仍需复核,1,1,123
沪A68375D,1,11:00,11:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,东葛路东靖路,12:59,存在终点ETA，但运行轨迹仍需复核,1,1,123
沪A68375D,0,18:20,18:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,康弘路康佳路（康桥卫生中心）,20:24,存在终点ETA，但运行轨迹仍需复核,1,1,123
沪A68375D,1,20:55,20:55,SHMAAS待发计划,22:58,123,全程车,未发现可靠中途折返证据,C,末次终点ETA,是,07:24,,,末次终点ETA推算，约±15分钟,1,1,123
沪A68895D,1,07:24,07:24,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,康沈路秀沿路,08:17,,,0,
沪A68895D,1,13:05,13:05,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:10,东葛路东靖路,15:01,存在终点ETA，但运行轨迹仍需复核,,0,
沪A68895D,0,16:01,16:01,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:10,康沈路梓康路,18:01,,,0,
沪A70597D,1,07:42,07:42,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,东葛路东靖路,10:28,存在终点ETA，但运行轨迹仍需复核,,0,
沪A70597D,0,10:50,10:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,康弘路康丽路,12:53,存在终点ETA，但运行轨迹仍需复核,,0,
沪A70597D,1,16:15,16:15,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,07:24,金杨路枣庄路,18:03,,,0,
沪A71572D,1,05:50,05:50,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东葛路东靖路,07:54,存在终点ETA，但运行轨迹仍需复核,3,1,126
沪A71572D,0,08:30,08:30,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,康弘路康丽路,10:47,存在终点ETA，但运行轨迹仍需复核,3,1,126
沪A71572D,1,11:25,11:25,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东葛路东靖路,13:26,,3,1,126
沪A71572D,0,14:10,14:10,SHMAAS待发计划,16:16,126,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,05:38,,,终点近站ETA推算，约±2分钟,3,1,126
沪A72873D,1,06:10,06:10,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,莱阳路东陆路,08:26,存在终点ETA，但运行轨迹仍需复核,11,1,144
沪A72873D,0,08:45,08:45,SHMAAS待发计划,11:09,144,全程车,未发现可靠中途折返证据,B,末次终点ETA,是,05:38,,,末次终点ETA推算，约±10分钟,11,1,144
沪A72873D,0,11:11,08:50,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,关岳路康达路,10:57,存在终点ETA，但运行轨迹仍需复核,11,1,144
沪A72873D,1,14:45,14:45,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东高路张杨北路,17:01,存在终点ETA，但运行轨迹仍需复核,11,1,144
沪A72873D,0,17:40,17:40,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:38,,,,11,1,144
沪A73927D,0,08:18,08:18,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,康弘路康丽路,10:44,存在终点ETA，但运行轨迹仍需复核,,0,
沪A73927D,1,14:20,14:20,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,05:38,东高路张杨北路,16:40,存在终点ETA，但运行轨迹仍需复核,,0,
沪A73927D,0,17:00,17:00,SHMAAS待发计划,待确认,,全程车,未发现可靠中途折返证据,D,证据不足,否,05:38,,,,,0,
沪A79307D,1,12:30,12:30,SHMAAS待发计划,待确认,,疑似区间车,同车发车81分钟后已反向运行，早于该方向已确认全程最短117分钟的80%阈值（93.5分钟）,D,证据不足,否,09:55,沪南路华夏西路,13:13,,,0,
沪A90275D,1,07:06,07:06,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,东葛路东靖路,10:01,存在终点ETA，但运行轨迹仍需复核,12,1,144
沪A90275D,0,10:00,10:00,SHMAAS待发计划,12:24,144,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:39,,,终点近站ETA推算，约±5分钟,12,1,144
沪A90275D,0,12:26,10:10,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,康恩路康浦路,12:24,存在终点ETA，但运行轨迹仍需复核,12,1,144
沪A90275D,1,15:35,15:35,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:39,东葛路东靖路,17:56,存在终点ETA，但运行轨迹仍需复核,12,1,144
沪A92076D,1,07:18,07:18,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,东葛路东靖路,10:14,存在终点ETA，但运行轨迹仍需复核,8,1,141
沪A92076D,0,10:20,10:20,SHMAAS待发计划,12:41,141,全程车,未发现可靠中途折返证据,A,终点近站ETA,是,06:50,,,终点近站ETA推算，约±5分钟,8,1,141
沪A92076D,0,12:43,10:30,终点确认到达+2分钟（覆盖计划时间）,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,06:50,康弘路康丽路,12:39,存在终点ETA，但运行轨迹仍需复核,8,1,141
沪A92076D,1,16:00,16:00,SHMAAS待发计划,待确认,,运行异常待查,存在方向切换，但未达到提前反向80%判据,D,证据不足,否,06:50,金杨路枣庄路,17:52,,8,1,141
沪A95621D,1,07:54,07:54,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,东葛路东靖路,10:40,存在终点ETA，但运行轨迹仍需复核,,0,
沪A95621D,0,11:00,11:00,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,关岳路康达路,12:53,,,0,
沪A95621D,1,13:55,13:55,SHMAAS待发计划,待确认,,运行异常待查,末次同向观测已进入线路末段，存在终点漏采可能,D,证据不足,否,07:24,东葛路东靖路,15:52,存在终点ETA，但运行轨迹仍需复核,,0,
