线路,车牌号,发车时间,发车站,终点站,班次类型,区间/异常说明,预计到达时间,全程时间（分钟）,到达置信度,到达估算方法,参与车速排名,最后可靠采集站点,最后可靠预计到达时间,本车首次观测,当日车速排名
182路,沪A13735A,15:30,川沙客运站,金杨路金口路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,唐陆公路龙东大道,16:26,06:11,8
182路,沪A13735A,08:35,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:54,78.8,A,终点ETA多样本共识,是,新川路妙境路,09:51,06:11,8
182路,沪A13735A,12:20,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:32,71.7,B,终点ETA多样本共识,是,新川路川沙路,13:34,06:11,8
182路,沪A13735A,17:00,金杨路金口路,川沙客运站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:11,8
182路,沪A31073D,07:24,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:03,98.9,A,终点近站ETA确认,是,金杨路枣庄路,09:03,06:01,4
182路,沪A31073D,12:45,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:53,67.9,A,终点近站ETA确认,是,金杨路枣庄路,13:53,06:01,4
182路,沪A31073D,16:24,川沙客运站,金杨路金口路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,4
182路,沪A31073D,09:22,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:29,66.8,A,终点ETA多样本共识,是,新川路妙境路,10:31,06:01,4
182路,沪A31073D,14:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:23,67.6,A,终点近站ETA确认,是,川环南路妙境路,15:23,06:01,4
182路,沪A31963D,08:50,川沙客运站,金杨路金口路,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,荷泽路长岛路,10:02,06:01,3
182路,沪A31963D,14:00,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:08,67.8,B,终点ETA多样本共识,是,金杨路金业路,15:09,06:01,3
182路,沪A31963D,06:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:25,90.2,B,终点ETA多样本共识,是,新川路川沙路,08:32,06:01,3
182路,沪A31963D,10:50,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:58,67.7,B,终点ETA多样本共识,是,新川路华城路,12:01,06:01,3
182路,沪A31963D,15:20,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:30,70.3,A,终点ETA多样本共识,是,唐陆公路唐龙路,16:37,06:01,3
182路,沪A32298D,07:36,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:31,114.8,B,终点ETA多样本共识,是,佳林路金高路,09:36,07:11,14
182路,沪A32298D,11:30,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:38,67.8,B,终点ETA多样本共识,是,平度路长岛路,12:38,07:11,14
182路,沪A32298D,16:12,川沙客运站,金杨路金口路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,07:11,14
182路,沪A32298D,09:35,金杨路金口路,川沙客运站,运行异常待查,出现反方向到站预测，但未满足连续位置、时间及空间衔接三项折返证据；不判区间车,,,D,,否,新德西路德翔路,10:49,07:11,14
182路,沪A32298D,13:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:10,70.0,A,终点ETA多样本共识,是,新川路川沙路,14:10,07:11,14
182路,沪A32597D,07:00,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:34,93.9,B,终点ETA多样本共识,是,金杨路金桥路,08:34,06:31,9
182路,沪A32597D,15:00,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:10,69.6,B,终点ETA多样本共识,是,长岛路台儿庄路,16:12,06:31,9
182路,沪A32597D,08:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:08,73.2,B,终点ETA多样本共识,是,川沙路南桥路,10:08,06:31,9
182路,沪A32597D,16:20,金杨路金口路,川沙客运站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:31,9
182路,沪A35717D,09:10,川沙客运站,金杨路金口路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,10:19,68.6,A,终点ETA多样本共识,是,金杨路金业路,10:26,06:01,13
182路,沪A35717D,14:20,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:35,74.9,A,终点近站ETA确认,是,金杨路枣庄路,15:35,06:01,13
182路,沪A35717D,07:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:57,102.3,B,终点ETA多样本共识,是,川沙路南桥路,09:06,06:01,13
182路,沪A35717D,11:05,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:23,77.7,A,终点近站ETA确认,是,川环南路妙境路,12:23,06:01,13
182路,沪A35717D,15:40,金杨路金口路,川沙客运站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,博兴路凌河路,16:42,06:01,13
182路,沪A55712D,06:05,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:14,69.0,B,终点ETA多样本共识,是,金杨路金业路,07:19,06:01,1
182路,沪A55712D,09:30,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:36,66.1,A,终点ETA多样本共识,是,金杨路金业路,10:37,06:01,1
182路,沪A55712D,14:40,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:49,68.9,A,终点ETA多样本共识,是,长岛路台儿庄路,15:51,06:01,1
182路,沪A55712D,07:35,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:06,90.8,A,终点ETA多样本共识,是,川环南路川沙路,09:07,06:01,1
182路,沪A55712D,11:20,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:31,70.6,B,终点ETA多样本共识,是,新川路妙境路,12:31,06:01,1
182路,沪A55712D,16:00,金杨路金口路,川沙客运站,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,金杨路枣庄路,16:45,06:01,1
182路,沪A67026D,06:35,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:04,88.7,B,终点ETA多样本共识,是,金杨路金业路,08:10,06:01,10
182路,沪A67026D,10:15,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:28,73.2,A,终点ETA多样本共识,是,荷泽路长岛路,11:31,06:01,10
182路,沪A67026D,15:45,川沙客运站,金杨路金口路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,新德西路德川路,16:28,06:01,10
182路,沪A67026D,08:15,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:37,81.8,B,终点ETA多样本共识,是,川环南路川沙路,09:40,06:01,10
182路,沪A67026D,12:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:13,72.9,A,终点ETA多样本共识,是,新川路华城路,13:13,06:01,10
182路,沪A67353D,07:12,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,08:43,90.8,A,终点近站ETA确认,是,金杨路枣庄路,08:43,06:41,5
182路,沪A67353D,11:05,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:13,68.1,A,终点ETA多样本共识,是,金杨路金桥路,12:14,06:41,5
182路,沪A67353D,16:00,川沙客运站,金杨路金口路,运行中待确认,尚未取得连续终点ETA或可靠折返轨迹证据,,,D,,否,川沙客运站,16:37,06:41,5
182路,沪A67353D,09:10,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,10:28,78.4,B,终点ETA多样本共识,是,新川路妙境路,10:31,06:41,5
182路,沪A67353D,12:40,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,13:46,65.6,A,终点ETA多样本共识,是,新川路川沙路,13:49,06:41,5
182路,沪A67983D,06:20,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:43,82.8,C,终点ETA多样本共识,是,金杨路金业路,07:50,06:01,7
182路,沪A67983D,09:50,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:04,73.9,B,终点ETA多样本共识,是,金杨路金桥路,11:04,06:01,7
182路,沪A67983D,15:15,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:26,71.3,A,终点ETA多样本共识,是,唐陆公路川桥路,16:31,06:01,7
182路,沪A67983D,07:55,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:23,87.7,B,终点ETA多样本共识,是,新川路华东路,09:29,06:01,7
182路,沪A67983D,11:40,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,12:49,69.0,A,终点ETA多样本共识,是,川环南路川沙路,12:54,06:01,7
182路,沪A67983D,16:40,金杨路金口路,川沙客运站,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,7
182路,沪A68397D,08:00,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,09:43,102.7,A,终点近站ETA确认,是,金杨路金桥路,09:43,06:01,11
182路,沪A68397D,13:10,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:23,72.6,A,终点ETA多样本共识,是,博兴路凌河路,14:24,06:01,11
182路,沪A68397D,16:36,川沙客运站,金杨路金口路,运行异常待查,发车后缺少同向到站预测证据,,,D,,否,,,06:01,11
182路,沪A68397D,06:10,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:21,71.1,B,终点ETA多样本共识,是,川环南路妙境路,07:30,06:01,11
182路,沪A68397D,10:05,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:25,79.6,B,终点ETA多样本共识,是,川沙路南桥路,11:26,06:01,11
182路,沪A68397D,14:40,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,15:53,72.8,A,终点ETA多样本共识,是,川沙路南桥路,15:56,06:01,11
182路,沪A68870D,08:15,川沙客运站,金杨路金口路,全程车,已取得接近终点的同向ETA证据；按全程运行处理,09:43,87.7,A,终点近站ETA确认,是,金杨路枣庄路,09:43,06:01,6
182路,沪A68870D,13:35,川沙客运站,金杨路金口路,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,14:43,67.6,A,终点近站ETA确认,是,金杨路金桥路,14:43,06:01,6
182路,沪A68870D,06:35,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,07:56,80.8,C,终点ETA多样本共识,是,川环南路川沙路,08:07,06:01,6
182路,沪A68870D,10:20,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,11:30,69.7,A,终点ETA多样本共识,是,新川路川沙路,11:30,06:01,6
182路,沪A68870D,15:00,金杨路金口路,川沙客运站,全程车,同向终点ETA在多个采样时点持续出现；按全程运行处理,16:13,73.1,A,终点ETA多样本共识,是,新川路华城路,16:15,06:01,6
